date_date,orders_id,products_id,pdt_name,promo_name,code,turnover_before_promo,turnover,purchase_price,qty
12/10/2021,1012778,103072,0,,,3.25,3.25,2,1
18/10/2021,1018990,112447,0,DLC courte,,3.25,2.6,2,1
18/10/2021,1019191,103072,0,,,3.25,3.25,2,1
24/10/2021,1023253,112446,0,DLC courte,NOEL21,3.25,2.6,2,1
24/10/2021,1023020,112446,0,DLC courte,,3.25,2.6,2,1
24/10/2021,1023074,112446,0,DLC courte,NOEL21,3.25,2.6,2,1
24/10/2021,1023120,112446,0,DLC courte,,3.25,2.6,2,1
04/10/2021,1006160,103072,0,,,3.25,3.25,2,1
16/10/2021,1016380,112447,0,DLC courte,,3.25,2.6,2,1
16/10/2021,1016380,112446,0,DLC courte,,3.25,2.6,2,1
21/10/2021,1021133,112446,0,DLC courte,NOEL21,3.25,2.6,2,1
19/10/2021,1020045,112446,0,DLC courte,HAPPEEZ,3.25,2.6,2,1
19/10/2021,1020045,112447,0,DLC courte,HAPPEEZ,3.25,2.6,2,1
19/10/2021,1019675,103072,0,,GREENSANTE,3.25,3.25,2,1
19/10/2021,1019661,103072,0,,GREENSANTE,3.25,3.25,2,1
02/10/2021,1003334,118154,0,,PREMIERE,6,6,2,2
02/10/2021,1003706,118154,0,,,6,6,2,2
10/10/2021,1011458,118154,0,,GWZFURO,6,6,2,2
10/10/2021,1011301,118154,0,,WKD10,6,6,2,2
18/10/2021,1019002,118154,0,,,6,6,2,2
24/10/2021,1023399,118154,0,,,6,6,2,2
31/10/2021,1028779,118154,0,,,6,6,2,2
08/10/2021,1009379,118154,0,,PREMIERE,6,6,2,2
26/10/2021,1025317,118154,0,,,6,6,2,2
11/10/2021,1011689,118154,0,,,6,6,2,2
30/10/2021,1028091,118154,0,,,6,6,2,2
07/10/2021,1008749,118154,0,,HAPPEEZ,6,6,2,2
03/10/2021,1004245,103072,0,,GREENRELAIS,6.5,6.5,2,2
24/10/2021,1023008,29022,0,Vive le bio,,8,7.2,2,2
30/10/2021,1027958,29022,0,Vive le bio,NOEL15,8,7.2,2,2
24/10/2021,1023152,121918,0,Offre speciale,WELCOME21,11.51764706,9.79,2,4
04/10/2021,1005655,73807,0,,HAPPEEZ,3.38,3.38,2,1
23/10/2021,1022324,73807,0,,NOEL21,3.38,3.38,2,1
05/10/2021,1006822,73807,0,,,3.38,3.38,2,1
06/10/2021,1008169,78442,0,,PREMIERE,7.26,7.26,2,3
01/10/2021,1002984,78442,0,,GREENRELAIS,7.26,7.26,2,3
17/10/2021,1017402,78442,0,,,7.26,7.26,2,3
06/10/2021,1007460,96968,0,,,13.77,13.77,2,4
06/10/2021,1008143,122082,0,,,7.27,7.27,2,2
20/10/2021,1020583,122080,0,,,7.27,7.27,2,2
20/10/2021,1020583,122076,0,,,7.27,7.27,2,2
04/10/2021,1005525,96003,0,,HAPPEEZ,10.29,10.29,2,3
25/10/2021,1024376,96003,0,,NOEL21,10.29,10.29,2,3
15/10/2021,1015777,96003,0,,,10.29,10.29,2,3
15/10/2021,1016104,96003,0,,WKD15,10.29,10.29,2,3
07/10/2021,1008365,141870,0,Automne de la Bio,HAPPEEZ,9.377777778,8.44,2,3
28/10/2021,1026876,103072,0,Vive le bio,,32.51111111,29.26,2,10
25/10/2021,1024422,103072,0,Vive le bio,,65.02222222,58.52,2,20
28/10/2021,1026923,24203,0,Vive le bio,,6.188888889,5.57,2,2
28/10/2021,1026815,24203,0,Vive le bio,,6.188888889,5.57,2,2
29/10/2021,1027531,24203,0,Vive le bio,HAPPEEZ,6.188888889,5.57,2,2
29/10/2021,1027770,24203,0,Vive le bio,HAPPEEZ,12.37777778,11.14,2,4
31/10/2021,1029129,128341,0,,,3.14,3.14,2,1
31/10/2021,1028725,128341,0,,HAPPEEZ,3.14,3.14,2,1
28/10/2021,1026884,128341,0,,,3.14,3.14,2,1
28/10/2021,1027147,128341,0,,,3.14,3.14,2,1
27/10/2021,1026301,128341,0,,,3.14,3.14,2,1
14/10/2021,1014932,122080,0,,,3.64,3.64,2,1
14/10/2021,1014776,122076,0,,,3.64,3.64,2,1
02/10/2021,1003453,122082,0,,,3.64,3.64,2,1
12/10/2021,1012923,122082,0,,,3.64,3.64,2,1
31/10/2021,1029276,122082,0,,,3.64,3.64,2,1
31/10/2021,1029323,122082,0,,,3.64,3.64,2,1
26/10/2021,1025351,122070,0,,,3.64,3.64,2,1
26/10/2021,1025351,122082,0,,,3.64,3.64,2,1
13/10/2021,1014114,122076,0,,GWZFURO,3.64,3.64,2,1
13/10/2021,1014386,122082,0,,,3.64,3.64,2,1
28/10/2021,1026874,122080,0,,,3.64,3.64,2,1
28/10/2021,1026774,122082,0,,,3.64,3.64,2,1
25/10/2021,1024534,122082,0,,NOEL21,3.64,3.64,2,1
25/10/2021,1024866,122076,0,,NOEL21,3.64,3.64,2,1
03/10/2021,1004277,122082,0,,GREENRELAIS,3.64,3.64,2,1
11/10/2021,1012657,122082,0,,,3.64,3.64,2,1
23/10/2021,1022305,122076,0,,NOEL21,3.64,3.64,2,1
07/10/2021,1008957,122076,0,,,3.64,3.64,2,1
01/10/2021,1002772,122082,0,,GREENRELAIS,3.64,3.64,2,1
17/10/2021,1017410,122080,0,,,3.64,3.64,2,1
17/10/2021,1017410,122082,0,,,3.64,3.64,2,1
17/10/2021,1017410,122076,0,,,3.64,3.64,2,1
20/10/2021,1020754,122082,0,,,3.64,3.64,2,1
10/10/2021,1010890,44705,0,,WKD10,4.78,4.78,2,2
18/10/2021,1018518,44705,0,,,4.78,4.78,2,2
24/10/2021,1023515,44705,0,,,4.78,4.78,2,2
06/10/2021,1007412,44705,0,,HAPPEEZ,4.78,4.78,2,2
06/10/2021,1007972,44705,0,,,4.78,4.78,2,2
25/10/2021,1024459,44705,0,,,4.78,4.78,2,2
