date_date,orders_id,products_id,turnover,qty,purchase_price,purchase_cost,product_margin,product_margin_percent
26/09/2021,998635,5652,2.59,1,2,2,0.59,0.23
09/06/2021,901889,5652,3.01,1,2,2,1.01,0.34
22/08/2021,966654,5652,2.71,1,2,2,0.71,0.26
08/06/2021,901828,5652,2.87,1,2,2,0.87,0.3
07/09/2021,981721,5652,2.76,1,2,2,0.76,0.28
10/06/2021,903034,5652,3.19,1,2,2,1.19,0.37
28/06/2021,918504,5652,3.19,1,2,2,1.19,0.37
12/09/2021,985820,5652,2.87,1,2,2,0.87,0.3
13/06/2021,905599,5652,3.19,1,2,2,1.19,0.37
26/09/2021,998455,5652,2.69,1,2,2,0.69,0.26
13/07/2021,933848,5652,3.19,1,2,2,1.19,0.37
21/08/2021,965915,5652,3.19,1,2,2,1.19,0.37
07/09/2021,981350,5652,2.82,1,2,2,0.82,0.29
10/09/2021,984529,5652,2.87,1,2,2,0.87,0.3
18/09/2021,991465,5652,2.87,1,2,2,0.87,0.3
16/06/2021,908909,5652,2.89,1,2,2,0.89,0.31
29/06/2021,920040,5652,3.19,1,2,2,1.19,0.37
14/07/2021,934294,5652,2.71,1,2,2,0.71,0.26
02/08/2021,950234,5652,3.19,1,2,2,1.19,0.37
10/06/2021,902998,92441,3.43,2,1,2,1.43,0.42
06/08/2021,954130,92441,3.43,2,1,2,1.43,0.42
30/06/2021,921844,92441,2.32,2,1,2,0.32,0.14
14/08/2021,960400,92441,2.92,2,1,2,0.92,0.32
23/09/2021,995912,92441,3.43,2,1,2,1.43,0.42
12/09/2021,986059,92441,2.98,2,1,2,0.98,0.33
20/08/2021,965332,92441,3.43,2,1,2,1.43,0.42
01/07/2021,922306,92441,2.57,2,1,2,0.57,0.22
23/09/2021,995527,92441,3.43,2,1,2,1.43,0.42
22/07/2021,941455,92441,2.26,2,1,2,0.26,0.12
14/06/2021,907095,92441,3.43,2,1,2,1.43,0.42
14/09/2021,988397,92441,2.98,2,1,2,0.98,0.33
18/08/2021,963494,47389,3.25,1,2,2,1.25,0.38
09/09/2021,983589,47389,3.09,1,2,2,1.09,0.35
07/06/2021,899817,47389,2.93,1,2,2,0.93,0.32
26/09/2021,997986,47389,2.97,1,2,2,0.97,0.33
22/08/2021,966525,47389,2.76,1,2,2,0.76,0.28
08/09/2021,982910,47389,3.09,1,2,2,1.09,0.35
03/06/2021,895817,47389,3.25,1,2,2,1.25,0.38
08/09/2021,982902,47389,3.09,1,2,2,1.09,0.35
14/06/2021,907280,47389,3.25,1,2,2,1.25,0.38
14/07/2021,934350,47389,3.25,1,2,2,1.25,0.38
26/07/2021,944781,47389,3.25,1,2,2,1.25,0.38
25/07/2021,942928,47389,3.25,1,2,2,1.25,0.38
30/06/2021,921055,47389,3.25,1,2,2,1.25,0.38
14/06/2021,906610,47389,3.25,1,2,2,1.25,0.38
28/06/2021,918961,47389,3.25,1,2,2,1.25,0.38
14/07/2021,934520,47389,3.25,1,2,2,1.25,0.38
21/09/2021,994036,47389,2.76,1,2,2,0.76,0.28
12/06/2021,904912,47389,3.25,1,2,2,1.25,0.38
01/06/2021,894093,47389,2.93,1,2,2,0.93,0.32
01/08/2021,949413,47389,3.25,1,2,2,1.25,0.38
29/08/2021,972600,47389,3.25,1,2,2,1.25,0.38
08/09/2021,982274,47389,3.09,1,2,2,1.09,0.35
05/07/2021,925789,47389,3.25,1,2,2,1.25,0.38
19/07/2021,937993,47389,3.25,1,2,2,1.25,0.38
28/06/2021,918295,47389,3.25,1,2,2,1.25,0.38
25/07/2021,943759,47389,3.25,1,2,2,1.25,0.38
